experiment,condition,seed,winner,turns,commandCount,adCount,A,D,fires,towardMoves,awayMoves,aMove,aAll,c,switchRate,pA,maxRun,fractionInRunsGTE3
E1,aggressive,s139,player2,49,37,19,19,0,8,11,0,1,1,1,0,1,19,1
E1,aggressive,s140,player2,33,31,18,18,0,6,12,0,1,1,1,0,1,18,1
E1,aggressive,s141,player1,14,39,20,20,0,8,12,0,1,1,1,0,1,20,1
E1,aggressive,s142,player1,14,38,20,20,0,10,10,0,1,1,1,0,1,20,1
E1,aggressive,s143,player2,31,32,20,20,0,6,14,0,1,1,1,0,1,20,1
E1,aggressive,s144,player1,32,32,20,20,0,5,15,0,1,1,1,0,1,20,1
E1,aggressive,s145,player2,23,19,13,13,0,3,10,0,1,1,1,0,1,13,1
E1,aggressive,s146,player1,32,50,28,28,0,9,19,0,1,1,1,0,1,28,1
E1,aggressive,s147,player1,28,35,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,aggressive,s148,player1,44,42,28,28,0,8,20,0,1,1,1,0,1,28,1
E1,aggressive,s149,player1,46,42,20,20,0,9,11,0,1,1,1,0,1,20,1
E1,aggressive,s150,player1,28,36,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,aggressive,s151,player2,80,23,12,12,0,5,7,0,1,1,1,0,1,12,1
E1,aggressive,s152,player2,17,22,12,12,0,4,8,0,1,1,1,0,1,12,1
E1,aggressive,s153,player2,80,28,16,16,0,7,9,0,1,1,1,0,1,16,1
E1,aggressive,s154,player2,17,22,14,14,0,2,12,0,1,1,1,0,1,14,1
E1,aggressive,s155,player2,35,41,20,20,0,10,10,0,1,1,1,0,1,20,1
E1,aggressive,s156,player2,23,27,17,17,0,5,12,0,1,1,1,0,1,17,1
E1,aggressive,s157,player2,31,39,19,19,0,6,13,0,1,1,1,0,1,19,1
E1,aggressive,s158,player2,35,33,18,18,0,9,9,0,1,1,1,0,1,18,1
E1,aggressive,s159,player2,43,35,20,20,0,9,11,0,1,1,1,0,1,20,1
E1,aggressive,s160,player1,20,36,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,aggressive,s161,player1,10,37,19,19,0,9,10,0,1,1,1,0,1,19,1
E1,aggressive,s162,player2,13,17,10,10,0,1,9,0,1,1,1,0,1,10,1
E1,aggressive,s163,player1,16,43,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,aggressive,s164,player2,23,21,13,13,0,2,11,0,1,1,1,0,1,13,1
E1,aggressive,s165,player1,26,49,26,26,0,10,16,0,1,1,1,0,1,26,1
E1,aggressive,s166,player2,21,18,11,11,0,2,9,0,1,1,1,0,1,11,1
E1,aggressive,s167,player2,19,20,12,12,0,2,10,0,1,1,1,0,1,12,1
E1,aggressive,s168,player2,27,38,20,20,0,9,11,0,1,1,1,0,1,20,1
E1,aggressive,s169,player2,25,37,20,20,0,10,10,0,1,1,1,0,1,20,1
E1,aggressive,s170,player2,45,27,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,aggressive,s171,player1,20,36,19,19,0,7,12,0,1,1,1,0,1,19,1
E1,aggressive,s172,player1,30,43,29,29,0,9,20,0,1,1,1,0,1,29,1
E1,aggressive,s173,player1,16,37,16,16,0,6,10,0,1,1,1,0,1,16,1
E1,aggressive,s174,player1,30,43,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,aggressive,s175,player1,14,41,23,23,0,9,14,0,1,1,1,0,1,23,1
E1,aggressive,s176,player2,23,36,22,22,0,7,15,0,1,1,1,0,1,22,1
E1,aggressive,s177,player2,19,20,12,12,0,5,7,0,1,1,1,0,1,12,1
E1,aggressive,s178,player1,22,34,20,20,0,6,14,0,1,1,1,0,1,20,1
E1,aggressive,s179,player2,37,32,22,22,0,6,16,0,1,1,1,0,1,22,1
E1,aggressive,s180,player1,32,30,17,17,0,8,9,0,1,1,1,0,1,17,1
E1,aggressive,s181,player1,52,36,21,21,0,7,14,0,1,1,1,0,1,21,1
E1,aggressive,s182,player2,11,16,9,9,0,0,9,0,1,1,1,0,1,9,1
E1,aggressive,s183,player2,19,22,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,aggressive,s184,player1,52,32,17,17,0,7,10,0,1,1,1,0,1,17,1
E1,aggressive,s185,player2,11,17,11,11,0,4,7,0,1,1,1,0,1,11,1
E1,aggressive,s186,player1,32,42,28,28,0,8,20,0,1,1,1,0,1,28,1
E1,aggressive,s187,player1,32,36,20,20,0,8,12,0,1,1,1,0,1,20,1
E1,aggressive,s188,player2,29,36,17,17,0,4,13,0,1,1,1,0,1,17,1
E1,aggressive,s189,player1,22,44,24,24,0,8,16,0,1,1,1,0,1,24,1
E1,aggressive,s190,player1,32,41,24,24,0,7,17,0,1,1,1,0,1,24,1
E1,aggressive,s191,player2,13,19,12,12,0,4,8,0,1,1,1,0,1,12,1
E1,aggressive,s192,player1,12,39,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,aggressive,s193,player2,25,36,23,23,0,7,16,0,1,1,1,0,1,23,1
E1,aggressive,s194,player1,22,40,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,aggressive,s195,player1,24,34,19,19,0,8,11,0,1,1,1,0,1,19,1
E1,aggressive,s196,player2,27,34,21,21,0,8,13,0,1,1,1,0,1,21,1
E1,aggressive,s197,player2,31,25,15,15,0,3,12,0,1,1,1,0,1,15,1
E1,aggressive,s198,player1,36,39,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,aggressive,s199,player2,21,32,21,21,0,7,14,0,1,1,1,0,1,21,1
E1,aggressive,s200,player1,20,40,26,26,0,9,17,0,1,1,1,0,1,26,1
E1,aggressive,s201,player1,12,28,17,17,0,6,11,0,1,1,1,0,1,17,1
E1,aggressive,s202,player1,32,37,19,19,0,8,11,0,1,1,1,0,1,19,1
E1,aggressive,s203,player2,17,24,16,16,0,4,12,0,1,1,1,0,1,16,1
E1,aggressive,s204,player2,33,45,25,25,0,7,18,0,1,1,1,0,1,25,1
E1,aggressive,s205,player2,29,22,13,13,0,2,11,0,1,1,1,0,1,13,1
E1,aggressive,s206,player1,28,52,25,25,0,7,18,0,1,1,1,0,1,25,1
E1,aggressive,s207,player1,30,40,23,23,0,7,16,0,1,1,1,0,1,23,1
E1,aggressive,s208,player1,22,36,20,20,0,9,11,0,1,1,1,0,1,20,1
E1,aggressive,s209,player1,34,45,25,25,0,11,14,0,1,1,1,0,1,25,1
E1,aggressive,s210,player2,31,34,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,aggressive,s211,player1,14,40,21,21,0,7,14,0,1,1,1,0,1,21,1
E1,aggressive,s212,player1,26,44,21,21,0,10,11,0,1,1,1,0,1,21,1
E1,aggressive,s213,player1,34,42,23,23,0,9,14,0,1,1,1,0,1,23,1
E1,aggressive,s214,player1,14,44,25,25,0,10,15,0,1,1,1,0,1,25,1
E1,aggressive,s215,player1,30,37,21,21,0,7,14,0,1,1,1,0,1,21,1
E1,aggressive,s216,player1,22,41,23,23,0,8,15,0,1,1,1,0,1,23,1
E1,aggressive,s217,player1,34,32,14,14,0,7,7,0,1,1,1,0,1,14,1
E1,aggressive,s218,player2,29,27,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,aggressive,s219,player1,12,32,20,20,0,8,12,0,1,1,1,0,1,20,1
E1,aggressive,s220,player2,27,47,29,29,0,10,19,0,1,1,1,0,1,29,1
E1,aggressive,s221,player1,18,31,14,14,0,6,8,0,1,1,1,0,1,14,1
E1,aggressive,s222,player1,20,34,16,16,0,11,5,0,1,1,1,0,1,16,1
E1,aggressive,s223,player1,36,49,28,28,0,11,17,0,1,1,1,0,1,28,1
E1,aggressive,s224,player1,10,35,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,aggressive,s225,player2,25,31,18,18,0,7,11,0,1,1,1,0,1,18,1
E1,aggressive,s226,player1,34,47,27,27,0,9,18,0,1,1,1,0,1,27,1
E1,aggressive,s227,player2,17,22,12,12,0,3,9,0,1,1,1,0,1,12,1
E1,aggressive,s228,player2,19,24,15,15,0,4,11,0,1,1,1,0,1,15,1
E1,aggressive,s229,player2,43,46,25,25,0,11,14,0,1,1,1,0,1,25,1
E1,aggressive,s230,player2,17,14,9,9,0,0,9,0,1,1,1,0,1,9,1
E1,aggressive,s231,player2,51,49,23,23,0,9,14,0,1,1,1,0,1,23,1
E1,aggressive,s232,player2,25,35,17,17,0,5,12,0,1,1,1,0,1,17,1
E1,aggressive,s233,player2,37,41,22,22,0,6,16,0,1,1,1,0,1,22,1
E1,aggressive,s234,player1,32,43,24,24,0,9,15,0,1,1,1,0,1,24,1
E1,aggressive,s235,player2,21,34,19,19,0,8,11,0,1,1,1,0,1,19,1
E1,aggressive,s236,player1,22,34,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,aggressive,s237,player1,30,39,27,27,0,9,18,0,1,1,1,0,1,27,1
E1,aggressive,s238,player2,15,29,14,14,0,4,10,0,1,1,1,0,1,14,1
E1,aggressive,s239,player2,21,13,6,6,0,0,6,0,1,1,1,0,1,6,1
E1,aggressive,s240,player2,23,38,21,21,0,6,15,0,1,1,1,0,1,21,1
E1,aggressive,s241,player1,22,41,23,23,0,7,16,0,1,1,1,0,1,23,1
E1,aggressive,s242,player2,25,31,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,aggressive,s243,player1,26,47,24,24,0,10,14,0,1,1,1,0,1,24,1
E1,aggressive,s244,player1,38,43,24,24,0,10,14,0,1,1,1,0,1,24,1
E1,aggressive,s245,player2,45,33,19,19,0,7,12,0,1,1,1,0,1,19,1
E1,aggressive,s246,player2,29,24,13,13,0,5,8,0,1,1,1,0,1,13,1
E1,aggressive,s247,player1,24,42,24,24,0,7,17,0,1,1,1,0,1,24,1
E1,aggressive,s248,player2,21,34,21,21,0,8,13,0,1,1,1,0,1,21,1
E1,aggressive,s249,player1,28,28,16,16,0,6,10,0,1,1,1,0,1,16,1
E1,aggressive,s250,player1,14,32,19,19,0,7,12,0,1,1,1,0,1,19,1
E1,aggressive,s251,player1,14,38,25,25,0,8,17,0,1,1,1,0,1,25,1
E1,aggressive,s252,player1,32,34,20,20,0,9,11,0,1,1,1,0,1,20,1
E1,aggressive,s253,player2,80,29,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,aggressive,s254,player1,8,25,17,17,0,6,11,0,1,1,1,0,1,17,1
E1,aggressive,s255,player2,15,26,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,aggressive,s256,player1,12,30,16,16,0,6,10,0,1,1,1,0,1,16,1
E1,aggressive,s257,player1,24,34,21,21,0,8,13,0,1,1,1,0,1,21,1
E1,aggressive,s258,player1,44,31,20,20,0,6,14,0,1,1,1,0,1,20,1
E1,aggressive,s259,player2,21,28,18,18,0,4,14,0,1,1,1,0,1,18,1
E1,aggressive,s260,player2,33,31,18,18,0,6,12,0,1,1,1,0,1,18,1
E1,aggressive,s261,player1,28,39,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,aggressive,s262,player1,22,38,20,20,0,9,11,0,1,1,1,0,1,20,1
E1,aggressive,s263,player1,20,33,19,19,0,8,11,0,1,1,1,0,1,19,1
E1,aggressive,s264,player2,21,32,18,18,0,6,12,0,1,1,1,0,1,18,1
E1,aggressive,s265,player2,45,40,20,20,0,9,11,0,1,1,1,0,1,20,1
E1,aggressive,s266,player1,30,32,20,20,0,8,12,0,1,1,1,0,1,20,1
E1,aggressive,s267,player2,23,31,19,19,0,7,12,0,1,1,1,0,1,19,1
E1,aggressive,s268,player1,18,34,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,aggressive,s269,player1,14,37,19,19,0,9,10,0,1,1,1,0,1,19,1
E1,aggressive,s270,player1,28,37,17,17,0,10,7,0,1,1,1,0,1,17,1
E1,aggressive,s271,player2,21,26,15,15,0,5,10,0,1,1,1,0,1,15,1
E1,aggressive,s272,player2,29,39,21,21,0,6,15,0,1,1,1,0,1,21,1
E1,aggressive,s273,player1,20,39,19,19,0,7,12,0,1,1,1,0,1,19,1
E1,aggressive,s274,player1,16,42,26,26,0,8,18,0,1,1,1,0,1,26,1
E1,aggressive,s275,player1,24,36,20,20,0,8,12,0,1,1,1,0,1,20,1
E1,aggressive,s276,player2,25,23,17,17,0,3,14,0,1,1,1,0,1,17,1
E1,aggressive,s277,player2,29,40,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,aggressive,s278,player1,28,29,18,18,0,6,12,0,1,1,1,0,1,18,1
E1,aggressive,s279,player2,19,28,16,16,0,4,12,0,1,1,1,0,1,16,1
E1,aggressive,s280,player1,14,31,17,17,0,7,10,0,1,1,1,0,1,17,1
E1,aggressive,s281,player2,27,23,18,18,0,2,16,0,1,1,1,0,1,18,1
E1,aggressive,s282,player2,29,33,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,aggressive,s283,player1,24,32,17,17,0,6,11,0,1,1,1,0,1,17,1
E1,aggressive,s284,player1,20,31,15,15,0,7,8,0,1,1,1,0,1,15,1
E1,aggressive,s285,player1,12,24,13,13,0,5,8,0,1,1,1,0,1,13,1
E1,aggressive,s286,player2,21,19,13,13,0,4,9,0,1,1,1,0,1,13,1
E1,aggressive,s287,player1,28,40,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,aggressive,s288,player1,38,32,20,20,0,8,12,0,1,1,1,0,1,20,1
E1,aggressive,s289,player2,25,15,9,9,0,2,7,0,1,1,1,0,1,9,1
E1,aggressive,s290,player2,31,24,15,15,0,4,11,0,1,1,1,0,1,15,1
E1,aggressive,s291,player2,23,34,19,19,0,8,11,0,1,1,1,0,1,19,1
E1,aggressive,s292,player2,29,27,15,15,0,7,8,0,1,1,1,0,1,15,1
E1,aggressive,s293,player1,18,47,22,22,0,9,13,0,1,1,1,0,1,22,1
E1,aggressive,s294,player1,34,45,21,21,0,10,11,0,1,1,1,0,1,21,1
E1,aggressive,s295,player1,24,35,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,aggressive,s296,player2,35,26,18,18,0,5,13,0,1,1,1,0,1,18,1
E1,aggressive,s297,player2,19,22,14,14,0,2,12,0,1,1,1,0,1,14,1
E1,aggressive,s298,player2,27,29,18,18,0,4,14,0,1,1,1,0,1,18,1
E1,aggressive,s299,player1,34,31,19,19,0,8,11,0,1,1,1,0,1,19,1
E1,aggressive,s300,player1,28,45,25,25,0,9,16,0,1,1,1,0,1,25,1
E1,aggressive,s301,player1,30,38,19,19,0,8,11,0,1,1,1,0,1,19,1
E1,aggressive,s302,player1,52,29,21,21,0,5,16,0,1,1,1,0,1,21,1
E1,aggressive,s303,player1,16,44,26,26,0,8,18,0,1,1,1,0,1,26,1
E1,aggressive,s304,player2,25,32,18,18,0,6,12,0,1,1,1,0,1,18,1
E1,aggressive,s305,player1,22,37,19,19,0,9,10,0,1,1,1,0,1,19,1
E1,aggressive,s306,player1,22,35,22,22,0,7,15,0,1,1,1,0,1,22,1
E1,aggressive,s307,player1,26,43,26,26,0,8,18,0,1,1,1,0,1,26,1
E1,aggressive,s308,player1,24,26,16,16,0,6,10,0,1,1,1,0,1,16,1
E1,aggressive,s309,player1,22,40,21,21,0,7,14,0,1,1,1,0,1,21,1
E1,aggressive,s310,player1,22,32,19,19,0,6,13,0,1,1,1,0,1,19,1
E1,aggressive,s311,player2,27,31,18,18,0,7,11,0,1,1,1,0,1,18,1
E1,aggressive,s312,player2,25,32,17,17,0,5,12,0,1,1,1,0,1,17,1
E1,aggressive,s313,player1,36,36,21,21,0,7,14,0,1,1,1,0,1,21,1
E1,aggressive,s314,player1,18,41,25,25,0,8,17,0,1,1,1,0,1,25,1
