experiment,condition,seed,winner,turns,commandCount,adCount,A,D,fires,towardMoves,awayMoves,aMove,aAll,c,switchRate,pA,maxRun,fractionInRunsGTE3
E1,aggressive,s139,player2,49,37,19,19,0,8,11,0,1,1,1,0,1,19,1
E1,aggressive,s140,player2,33,31,18,18,0,6,12,0,1,1,1,0,1,18,1
E1,aggressive,s141,player1,14,39,20,20,0,8,12,0,1,1,1,0,1,20,1
E1,aggressive,s142,player1,14,38,20,20,0,10,10,0,1,1,1,0,1,20,1
E1,aggressive,s143,player2,31,32,20,20,0,6,14,0,1,1,1,0,1,20,1
E1,aggressive,s144,player1,32,32,20,20,0,5,15,0,1,1,1,0,1,20,1
E1,aggressive,s145,player2,23,19,13,13,0,3,10,0,1,1,1,0,1,13,1
E1,aggressive,s146,player1,32,50,28,28,0,9,19,0,1,1,1,0,1,28,1
E1,aggressive,s147,player1,28,35,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,aggressive,s148,player1,44,42,28,28,0,8,20,0,1,1,1,0,1,28,1
E1,aggressive,s149,player1,46,42,20,20,0,9,11,0,1,1,1,0,1,20,1
E1,aggressive,s150,player1,28,36,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,aggressive,s151,player2,80,23,12,12,0,5,7,0,1,1,1,0,1,12,1
E1,aggressive,s152,player2,17,22,12,12,0,4,8,0,1,1,1,0,1,12,1
E1,aggressive,s153,player2,80,28,16,16,0,7,9,0,1,1,1,0,1,16,1
E1,aggressive,s154,player2,17,22,14,14,0,2,12,0,1,1,1,0,1,14,1
E1,aggressive,s155,player2,35,41,20,20,0,10,10,0,1,1,1,0,1,20,1
E1,aggressive,s156,player2,23,27,17,17,0,5,12,0,1,1,1,0,1,17,1
E1,aggressive,s157,player2,31,39,19,19,0,6,13,0,1,1,1,0,1,19,1
E1,aggressive,s158,player2,35,33,18,18,0,9,9,0,1,1,1,0,1,18,1
E1,aggressive,s159,player2,43,35,20,20,0,9,11,0,1,1,1,0,1,20,1
E1,aggressive,s160,player1,20,36,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,aggressive,s161,player1,10,37,19,19,0,9,10,0,1,1,1,0,1,19,1
E1,aggressive,s162,player2,13,17,10,10,0,1,9,0,1,1,1,0,1,10,1
E1,aggressive,s163,player1,16,43,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,aggressive,s164,player2,23,21,13,13,0,2,11,0,1,1,1,0,1,13,1
E1,aggressive,s165,player1,26,49,26,26,0,10,16,0,1,1,1,0,1,26,1
E1,aggressive,s166,player2,21,18,11,11,0,2,9,0,1,1,1,0,1,11,1
E1,aggressive,s167,player2,19,20,12,12,0,2,10,0,1,1,1,0,1,12,1
E1,aggressive,s168,player2,27,38,20,20,0,9,11,0,1,1,1,0,1,20,1
E1,aggressive,s169,player2,25,37,20,20,0,10,10,0,1,1,1,0,1,20,1
E1,aggressive,s170,player2,45,27,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,aggressive,s171,player1,20,36,19,19,0,7,12,0,1,1,1,0,1,19,1
E1,aggressive,s172,player1,30,43,29,29,0,9,20,0,1,1,1,0,1,29,1
E1,aggressive,s173,player1,16,37,16,16,0,6,10,0,1,1,1,0,1,16,1
E1,aggressive,s174,player1,30,43,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,aggressive,s175,player1,14,41,23,23,0,9,14,0,1,1,1,0,1,23,1
E1,aggressive,s176,player2,23,36,22,22,0,7,15,0,1,1,1,0,1,22,1
E1,aggressive,s177,player2,19,20,12,12,0,5,7,0,1,1,1,0,1,12,1
E1,aggressive,s178,player1,22,34,20,20,0,6,14,0,1,1,1,0,1,20,1
E1,aggressive,s179,player2,37,32,22,22,0,6,16,0,1,1,1,0,1,22,1
E1,aggressive,s180,player1,32,30,17,17,0,8,9,0,1,1,1,0,1,17,1
E1,aggressive,s181,player1,52,36,21,21,0,7,14,0,1,1,1,0,1,21,1
E1,aggressive,s182,player2,11,16,9,9,0,0,9,0,1,1,1,0,1,9,1
E1,aggressive,s183,player2,19,22,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,aggressive,s184,player1,52,32,17,17,0,7,10,0,1,1,1,0,1,17,1
E1,aggressive,s185,player2,11,17,11,11,0,4,7,0,1,1,1,0,1,11,1
E1,aggressive,s186,player1,32,42,28,28,0,8,20,0,1,1,1,0,1,28,1
E1,aggressive,s187,player1,32,36,20,20,0,8,12,0,1,1,1,0,1,20,1
E1,aggressive,s188,player2,29,36,17,17,0,4,13,0,1,1,1,0,1,17,1
E1,aggressive,s189,player1,22,44,24,24,0,8,16,0,1,1,1,0,1,24,1
E1,aggressive,s190,player1,32,41,24,24,0,7,17,0,1,1,1,0,1,24,1
E1,aggressive,s191,player2,13,19,12,12,0,4,8,0,1,1,1,0,1,12,1
E1,aggressive,s192,player1,12,39,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,aggressive,s193,player2,25,36,23,23,0,7,16,0,1,1,1,0,1,23,1
E1,aggressive,s194,player1,22,40,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,aggressive,s195,player1,24,34,19,19,0,8,11,0,1,1,1,0,1,19,1
E1,aggressive,s196,player2,27,34,21,21,0,8,13,0,1,1,1,0,1,21,1
E1,aggressive,s197,player2,31,25,15,15,0,3,12,0,1,1,1,0,1,15,1
E1,aggressive,s198,player1,36,39,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,aggressive,s199,player2,21,32,21,21,0,7,14,0,1,1,1,0,1,21,1
E1,aggressive,s200,player1,20,40,26,26,0,9,17,0,1,1,1,0,1,26,1
E1,balanced,s1,player1,46,47,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,balanced,s2,player2,29,35,17,17,0,6,11,0,1,1,1,0,1,17,1
E1,balanced,s3,player2,27,39,18,18,0,9,9,0,1,1,1,0,1,18,1
E1,balanced,s4,player1,40,48,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,balanced,s5,player2,21,25,15,15,0,4,11,0,1,1,1,0,1,15,1
E1,balanced,s6,player1,36,40,17,17,0,6,11,0,1,1,1,0,1,17,1
E1,balanced,s7,player2,31,18,12,12,0,2,10,0,1,1,1,0,1,12,1
E1,balanced,s8,player1,22,44,22,22,0,7,15,0,1,1,1,0,1,22,1
E1,balanced,s9,player1,52,57,26,26,0,9,17,0,1,1,1,0,1,26,1
E1,balanced,s10,player1,20,33,15,15,0,7,8,0,1,1,1,0,1,15,1
E1,balanced,s11,player2,33,25,13,13,0,4,9,0,1,1,1,0,1,13,1
E1,balanced,s12,player1,22,35,16,16,0,7,9,0,1,1,1,0,1,16,1
E1,balanced,s13,player2,47,53,20,20,0,10,10,0,1,1,1,0,1,20,1
E1,balanced,s14,player2,33,29,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,balanced,s15,player2,31,23,12,12,0,3,9,0,1,1,1,0,1,12,1
E1,balanced,s16,player1,34,42,22,22,0,7,15,0,1,1,1,0,1,22,1
E1,balanced,s17,player2,33,36,17,17,0,6,11,0,1,1,1,0,1,17,1
E1,balanced,s18,player2,25,34,15,15,0,3,12,0,1,1,1,0,1,15,1
E1,balanced,s19,player2,13,20,12,12,0,1,11,0,1,1,1,0,1,12,1
E1,balanced,s20,player2,31,34,17,17,0,3,14,0,1,1,1,0,1,17,1
E1,balanced,s21,player2,15,28,19,19,0,4,15,0,1,1,1,0,1,19,1
E1,balanced,s22,player2,29,30,17,17,0,4,13,0,1,1,1,0,1,17,1
E1,balanced,s23,player2,37,32,14,14,0,6,8,0,1,1,1,0,1,14,1
E1,balanced,s24,player2,35,31,14,14,0,5,9,0,1,1,1,0,1,14,1
E1,balanced,s25,player2,23,34,16,16,0,2,14,0,1,1,1,0,1,16,1
E1,balanced,s26,player2,23,46,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,balanced,s27,player1,40,43,22,22,0,10,12,0,1,1,1,0,1,22,1
E1,balanced,s28,player1,28,42,22,22,0,6,16,0,1,1,1,0,1,22,1
E1,balanced,s29,player2,35,38,19,19,0,7,12,0,1,1,1,0,1,19,1
E1,balanced,s30,player2,23,26,14,14,0,3,11,0,1,1,1,0,1,14,1
E1,balanced,s31,player2,21,41,22,22,0,7,15,0,1,1,1,0,1,22,1
E1,balanced,s32,player1,30,48,22,22,0,10,12,0,1,1,1,0,1,22,1
E1,balanced,s33,player1,32,38,22,22,0,6,16,0,1,1,1,0,1,22,1
E1,balanced,s34,player2,43,26,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,balanced,s35,player2,17,27,17,17,0,2,15,0,1,1,1,0,1,17,1
E1,balanced,s36,player2,25,18,10,10,0,2,8,0,1,1,1,0,1,10,1
E1,balanced,s37,player2,13,23,12,12,0,1,11,0,1,1,1,0,1,12,1
E1,balanced,s38,player2,15,27,15,15,0,3,12,0,1,1,1,0,1,15,1
E1,balanced,s39,player2,29,30,14,14,0,4,10,0,1,1,1,0,1,14,1
E1,balanced,s40,player2,39,47,19,19,0,8,11,0,1,1,1,0,1,19,1
E1,balanced,s41,player2,33,37,15,15,0,6,9,0,1,1,1,0,1,15,1
E1,balanced,s42,player2,13,25,13,13,0,4,9,0,1,1,1,0,1,13,1
E1,balanced,s43,player1,24,39,21,21,0,8,13,0,1,1,1,0,1,21,1
E1,balanced,s44,player2,31,38,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,balanced,s45,player1,26,52,23,23,0,9,14,0,1,1,1,0,1,23,1
E1,balanced,s46,player2,23,43,18,18,0,6,12,0,1,1,1,0,1,18,1
E1,balanced,s47,player1,36,47,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,balanced,s48,player1,20,37,19,19,0,7,12,0,1,1,1,0,1,19,1
E1,balanced,s49,player2,25,19,10,10,0,3,7,0,1,1,1,0,1,10,1
E1,balanced,s50,player2,33,22,12,12,0,2,10,0,1,1,1,0,1,12,1
E1,balanced,s51,player2,47,41,20,20,0,6,14,0,1,1,1,0,1,20,1
E1,balanced,s52,player2,33,35,17,17,0,5,12,0,1,1,1,0,1,17,1
E1,balanced,s53,player2,33,46,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,balanced,s54,player1,22,50,23,23,0,9,14,0,1,1,1,0,1,23,1
E1,balanced,s55,player2,13,28,14,14,0,4,10,0,1,1,1,0,1,14,1
E1,balanced,s56,player2,41,39,17,17,0,5,12,0,1,1,1,0,1,17,1
E1,balanced,s57,player2,41,43,20,20,0,8,12,0,1,1,1,0,1,20,1
E1,balanced,s58,player2,27,39,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,balanced,s59,player2,23,37,18,18,0,7,11,0,1,1,1,0,1,18,1
E1,balanced,s60,player2,37,37,16,16,0,6,10,0,1,1,1,0,1,16,1
E1,balanced,s61,player1,42,32,16,16,0,6,10,0,1,1,1,0,1,16,1
E1,balanced,s62,player2,35,39,16,16,0,6,10,0,1,1,1,0,1,16,1
E1,balanced,s63,player1,20,44,16,16,0,7,9,0,1,1,1,0,1,16,1
E1,balanced,s64,player2,29,46,20,20,0,9,11,0,1,1,1,0,1,20,1
E1,balanced,s65,player1,22,34,20,20,0,6,14,0,1,1,1,0,1,20,1
E1,balanced,s66,player1,16,42,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,balanced,s67,player1,22,36,20,20,0,6,14,0,1,1,1,0,1,20,1
E1,balanced,s68,player2,41,41,23,23,0,3,20,0,1,1,1,0,1,23,1
E1,balanced,s69,player2,13,27,14,14,0,4,10,0,1,1,1,0,1,14,1
E1,balanced,s70,player1,46,49,18,18,0,7,11,0,1,1,1,0,1,18,1
E1,balanced,s71,player2,19,24,13,13,0,4,9,0,1,1,1,0,1,13,1
E1,balanced,s72,player2,21,26,13,13,0,4,9,0,1,1,1,0,1,13,1
E1,balanced,s73,player2,17,27,14,14,0,0,14,0,1,1,1,0,1,14,1
E1,balanced,s74,player1,46,63,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,balanced,s75,player2,43,50,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,balanced,s76,player1,40,34,17,17,0,7,10,0,1,1,1,0,1,17,1
E1,balanced,s77,player2,33,32,14,14,0,5,9,0,1,1,1,0,1,14,1
E1,balanced,s78,player2,35,41,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,balanced,s79,player2,15,22,13,13,0,2,11,0,1,1,1,0,1,13,1
E1,balanced,s80,player2,51,38,17,17,0,7,10,0,1,1,1,0,1,17,1
E1,balanced,s81,player2,43,30,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,balanced,s82,player2,45,37,17,17,0,6,11,0,1,1,1,0,1,17,1
E1,balanced,s83,player2,19,26,16,16,0,3,13,0,1,1,1,0,1,16,1
E1,balanced,s84,player1,40,58,24,24,0,9,15,0,1,1,1,0,1,24,1
E1,balanced,s85,player2,9,18,10,10,0,1,9,0,1,1,1,0,1,10,1
E1,balanced,s86,player2,27,37,20,20,0,3,17,0,1,1,1,0,1,20,1
E1,balanced,s87,player1,50,50,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,balanced,s88,player2,17,24,12,12,0,2,10,0,1,1,1,0,1,12,1
E1,balanced,s89,player1,34,39,17,17,0,7,10,0,1,1,1,0,1,17,1
E1,balanced,s90,player2,17,27,14,14,0,1,13,0,1,1,1,0,1,14,1
E1,balanced,s91,player2,31,21,8,8,0,1,7,0,1,1,1,0,1,8,1
E1,balanced,s92,player1,24,55,21,21,0,9,12,0,1,1,1,0,1,21,1
E1,balanced,s93,player1,28,50,25,25,0,10,15,0,1,1,1,0,1,25,1
E1,balanced,s94,player2,23,29,17,17,0,1,16,0,1,1,1,0,1,17,1
E1,balanced,s95,player2,33,47,23,23,0,5,18,0,1,1,1,0,1,23,1
E1,balanced,s96,player1,18,40,20,20,0,7,13,0,1,1,1,0,1,20,1
E1,balanced,s97,player2,35,25,14,14,0,4,10,0,1,1,1,0,1,14,1
E1,balanced,s98,player2,21,21,10,10,0,0,10,0,1,1,1,0,1,10,1
E1,balanced,s99,player2,31,41,22,22,0,6,16,0,1,1,1,0,1,22,1
E1,balanced,s100,player2,13,21,15,15,0,4,11,0,1,1,1,0,1,15,1
E1,balanced,s101,player2,47,46,24,24,0,6,18,0,1,1,1,0,1,24,1
E1,balanced,s102,player2,23,34,19,19,0,4,15,0,1,1,1,0,1,19,1
E1,balanced,s103,player2,43,46,20,20,0,6,14,0,1,1,1,0,1,20,1
E1,balanced,s104,player2,41,32,14,14,0,4,10,0,1,1,1,0,1,14,1
E1,balanced,s105,player2,31,38,18,18,0,6,12,0,1,1,1,0,1,18,1
E1,balanced,s106,player1,26,47,16,16,0,7,9,0,1,1,1,0,1,16,1
E1,balanced,s107,player1,18,46,22,22,0,8,14,0,1,1,1,0,1,22,1
E1,balanced,s108,player1,10,29,16,16,0,6,10,0,1,1,1,0,1,16,1
E1,balanced,s109,player2,23,22,15,15,0,3,12,0,1,1,1,0,1,15,1
E1,balanced,s110,player1,46,40,18,18,0,7,11,0,1,1,1,0,1,18,1
E1,balanced,s111,player2,15,29,15,15,0,4,11,0,1,1,1,0,1,15,1
E1,balanced,s112,player2,39,37,19,19,0,6,13,0,1,1,1,0,1,19,1
E1,balanced,s113,player2,27,31,14,14,0,5,9,0,1,1,1,0,1,14,1
E1,balanced,s114,player2,25,32,16,16,0,5,11,0,1,1,1,0,1,16,1
E1,balanced,s115,player1,80,31,15,15,0,6,9,0,1,1,1,0,1,15,1
E1,balanced,s116,player2,29,36,20,20,0,5,15,0,1,1,1,0,1,20,1
E1,balanced,s117,player2,27,27,15,15,0,5,10,0,1,1,1,0,1,15,1
